1272191824,0.003
1272299945,0.003
1272614416,0.003
1272700827,0.003
1272787222,0.003
1272873620,0.003
1272960014,0.003
1272982877,0.003
1273053578,0.0031
1273062337,0.0034
1273062468,0.0035
1273132811,0.004
1273154036,0.0043
1273219226,0.0043
1273223186,0.0042
1273316624,0.0035
1273502905,0.0039
1273503038,0.0039
1273503551,0.0039
1273577726,0.004
1273577857,0.004
1273579491,0.0041
1273671014,0.0042
1273673168,0.0044
1273673299,0.0044
1273680302,0.0043
1273681841,0.0044
1273824003,0.004
1273824132,0.004
1274188160,0.0047
1274190059,0.0045
1274265423,0.0046
1274266552,0.0046
1274343660,0.0045
1274515201,0.0043
1274531635,0.0046
1274531767,0.0047
1274531898,0.0047
1274532029,0.0047
1274601610,0.0049
1274628410,0.0045
1274774414,0.0048
1274860815,0.0046
1274963372,0.0046
1275053420,0.0045
1275132564,0.0045
1275132695,0.0045
1275206415,0.0045
1275906818,0.0046
1275927912,0.0045
1276074217,0.0046
1276074358,0.0046
1276156830,0.005
1276508753,0.005
1276850255,0.005
1277211460,0.005
1277211610,0.005
1277280007,0.005
1277290734,0.005
1277291159,0.005
1277291307,0.005
1277366411,0.0051
1277368908,0.0054
1277395979,0.0052
1277396139,0.0054
1277396296,0.005
1277565492,0.0044
1277712013,0.005
1277712145,0.005
1277716643,0.0044
1277717719,0.0044
1277717860,0.0054
1277736016,0.0054
1277736168,0.0054
1277736324,0.0053
1277736476,0.0054
1277737069,0.0055
1277737223,0.0056
1277737384,0.0056
1277737686,0.0056
1277738440,0.0058
1277738593,0.0058
1277909320,0.0054
1277976354,0.0055
1277991370,0.006
1277991954,0.006
1278001543,0.0066
1278079321,0.0055
1278144015,0.0061
1278152548,0.0055
1278160894,0.0065
1278239479,0.0055
1278256825,0.0068
1278316817,0.0055
1278335403,0.007
1278347725,0.008
1278403218,0.0058
1278489613,0.0058
1278505929,0.008
1278576020,0.0063
1278761476,0.0081
1278761622,0.0081
1278835213,0.0084
1278841177,0.007
1278923290,0.012
1278930363,0.012
1278933703,0.01
1278935326,0.0119
1278939709,0.012
1278940219,0.013
1278941865,0.013
1278942251,0.013
1278942382,0.0135
1278948886,0.014
1278952891,0.0135
1278953026,0.014
1279008029,0.016
1279008395,0.016
1279017155,0.017
1279027626,0.0168
1279030280,0.0125
1279094410,0.0183
1279094538,0.0188
1279094664,0.019
1279094789,0.02
1279097591,0.02
1279098082,0.02
1279110677,0.0625
1279117622,0.0201
1279180823,0.0251
1279180953,0.0275
1279181078,0.03
1279181324,0.03
1279181572,0.03
1279186061,0.0251
1279192467,0.0295
1279200742,0.045
1279202789,0.0466
1279206447,0.0725
1279208662,0.0449
1279208921,0.045
1279211216,0.0449
1279211349,0.045
1279267206,0.0472
1279267332,0.0473
1279267459,0.0473
1279267592,0.0473
1279267718,0.0448
1279267847,0.0453
1279267976,0.0455
1279268102,0.0455
1279268230,0.045
1279268358,0.045
1279268604,0.0465
1279268981,0.0485
1279269107,0.048
1279270441,0.048
1279270578,0.0499
1279270707,0.0499
1279270834,0.0499
1279270961,0.0495
1279271092,0.05
1279271340,0.0495
1279272442,0.0495
1279272573,0.05
1279273565,0.05
1279274303,0.05
1279275283,0.05
1279280073,0.0925
1279281314,0.074
1279281446,0.0745
1279281590,0.0745
1279281725,0.0725
